particle_id,particle_type,vx,vy,vz,px,py,pz,q,nhits
0,2112,-0.0110981,0.0195133,60.4319,0.572113,0.22512,1458.28,0,-1
68719476736,-2212,-0.0110981,0.0195133,60.4319,0.0282539,0.266084,26.193,-1,-1
137438953472,-211,-0.0110981,0.0195133,60.4319,-0.578029,0.494666,5.97327,-1,-1
206158430208,-211,-0.0110981,0.0195133,60.4319,0.683252,-0.110645,5.21538,-1,-1
274877906944,2212,-0.0110981,0.0195133,60.4319,-0.291322,0.000724909,-4.42639,1,-1
343597383680,-2212,-0.0110981,0.0195133,60.4319,0.569145,-0.496063,-27.4481,-1,-1
412316860416,211,-0.0110981,0.0195133,60.4319,-0.336191,0.0332834,-73.5215,1,-1
481036337152,-211,-0.0110981,0.0195133,60.4319,-0.0151921,0.529547,-322.03,-1,-1
549755813888,-211,-0.0110981,0.0195133,60.4319,0.0600387,-0.0607577,-82.9985,-1,-1
618475290624,211,-0.0110981,0.0195133,60.4319,0.219905,-0.0122999,-107.757,1,-1
687194767360,321,-0.0110981,0.0195133,60.4319,0.240902,0.601462,-3.03797,1,-1
755914244096,211,-0.0110981,0.0195133,60.4319,0.282443,0.0470236,289.207,1,-1
824633720832,2112,-0.0110981,0.0195133,60.4319,0.340363,0.00776005,3161.53,0,-1
893353197568,211,-0.0110981,0.0195133,60.4319,-0.209198,0.22032,581.038,1,-1
962072674304,211,-0.0110981,0.0195133,60.4319,-0.286448,-0.106891,104.664,1,-1
1030792151040,211,-0.0110981,0.0195133,60.4319,-0.124719,-0.395057,8.70479,1,-1
1099511627776,211,-0.0110981,0.0195133,60.4319,0.583373,-0.358923,-0.217141,1,-1
1168231104512,-211,-0.0110981,0.0195133,60.4319,0.137176,-0.161497,-0.188069,-1,-1
1236950581248,2212,-0.0110981,0.0195133,60.4319,0.231612,-0.0949414,-396.095,1,-1
1305670057984,211,-0.0110981,0.0195133,60.4319,-0.144268,-0.177907,-155.157,1,-1
1374389534720,-211,-0.0110981,0.0195133,60.4319,-0.335914,-0.248893,-3465.62,-1,-1
1443109011456,211,-0.0110981,0.0195133,60.4319,0.196704,-0.20153,-585.521,1,-1
1511828488192,211,-0.0110981,0.0195133,60.4319,-0.549101,0.0919139,-269.003,1,-1
1580547964928,-211,-0.0110981,0.0195133,60.4319,0.116528,0.146807,-140.46,-1,-1
1649267441664,211,-0.0110981,0.0195133,60.4319,-0.198983,-0.106605,-55.5499,1,-1
