particle_id,particle_type,vx,vy,vz,px,py,pz,q,nhits
0,2112,0.0278335,0.0118295,-3.23772,0.42573,0.132057,-1132.14,0,-1
68719476736,-2112,0.0278335,0.0118295,-3.23772,-0.15743,0.0575834,-488.634,0,-1
137438953472,2112,0.0278335,0.0118295,-3.23772,0.120578,0.224323,-1527.14,0,-1
206158430208,321,0.0278335,0.0118295,-3.23772,-0.00809124,-0.593208,1133.91,1,-1
274877906944,-321,0.0278335,0.0118295,-3.23772,0.161659,0.141862,69.5394,-1,-1
343597383680,211,0.0278335,0.0118295,-3.23772,-0.124707,0.0673695,1.32028,1,-1
412316860416,-211,0.0278335,0.0118295,-3.23772,-0.0421266,0.468983,-7.49764,-1,-1
481036337152,-321,0.0278335,0.0118295,-3.23772,-0.732719,-0.075639,-8.5299,-1,-1
549755813888,211,0.0278335,0.0118295,-3.23772,0.0711701,-0.770629,4.05276,1,-1
618475290624,211,0.0278335,0.0118295,-3.23772,0.0797683,0.197505,1.08022,1,-1
687194767360,-211,0.0278335,0.0118295,-3.23772,0.0165643,-0.270405,1.36301,-1,-1
755914244096,2112,0.0278335,0.0118295,-3.23772,-0.260212,-0.151679,29.8784,0,-1
824633720832,-2212,0.0278335,0.0118295,-3.23772,-0.147482,0.459372,62.1821,-1,-1
893353197568,-321,0.0278335,0.0118295,-3.23772,-0.0615033,0.315869,-43.9692,-1,-1
962072674304,211,0.0278335,0.0118295,-3.23772,-0.134228,-0.0845146,-54.216,1,-1
1030792151040,-211,0.0278335,0.0118295,-3.23772,-0.578426,-0.0807271,24.9484,-1,-1
1099511627776,211,0.0278335,0.0118295,-3.23772,0.220248,0.4023,4.41464,1,-1
1168231104512,211,0.0278335,0.0118295,-3.23772,-0.0386331,0.286642,-621.19,1,-1
1236950581248,211,0.0278335,0.0118295,-3.23772,0.156781,-0.350874,-10.415,1,-1
1305670057984,211,0.0278335,0.0118295,-3.23772,-0.0343014,0.249989,-0.471047,1,-1
1374389534720,-211,0.0278335,0.0118295,-3.23772,-0.25205,-0.184608,-0.577523,-1,-1
1443109011456,-211,0.0278335,0.0118295,-3.23772,-0.200596,0.224431,1.32862,-1,-1
1511828488192,2212,0.0278335,0.0118295,-3.23772,0.103617,0.272473,130.897,1,-1
1580547964928,211,0.0278335,0.0118295,-3.23772,0.15342,0.079757,13.3211,1,-1
1649267441664,-2212,0.0278335,0.0118295,-3.23772,-0.161794,-0.674043,164.27,-1,-1
1717986918400,-211,0.0278335,0.0118295,-3.23772,0.204025,0.0420749,38.4324,-1,-1
1786706395136,2212,0.0278335,0.0118295,-3.23772,0.346628,0.227821,1329.75,1,-1
1855425871872,211,0.0278335,0.0118295,-3.23772,-0.0905934,-0.0227539,-40.9875,1,-1
1924145348608,-211,0.0278335,0.0118295,-3.23772,0.308791,0.302937,-203.308,-1,-1
1992864825344,22,0.0278335,0.0118295,-3.23772,0.0428562,0.0624915,-145.364,0,-1
2061584302080,211,0.0278335,0.0118295,-3.23772,0.0101493,-0.185739,10.8997,1,-1
2130303778816,-211,0.0278335,0.0118295,-3.23772,0.203005,-0.124012,13.9738,-1,-1
4096,130,0.0278335,0.0118295,-3.23772,0.289544,-0.203275,-1746.4,0,-1
8192,22,0.0277923,0.0118331,-3.093,-0.0461949,-0.0613751,173.368,0,-1
68719484928,22,0.0277923,0.0118331,-3.093,-0.0816299,0.0724209,275.632,0,-1
12288,211,0.0278335,0.0118296,-3.23772,-0.155299,0.252155,0.297175,1,-1
68719489024,-211,0.0278335,0.0118296,-3.23772,0.0257161,-0.0145347,0.150509,-1,-1
16384,22,0.0278335,0.0118295,-3.23772,-0.0892956,0.00297731,0.926918,0,-1
20480,-2112,7.40676,-4.12395,225.703,0.401567,-0.212981,9.4292,0,-1
68719497216,211,7.40676,-4.12395,225.703,0.0549062,-0.0428656,4.73346,1,-1
24576,22,0.0278335,0.0118295,-3.23772,0.299793,0.106164,43.5623,0,-1
68719501312,22,0.0278335,0.0118295,-3.23772,-0.217217,-0.0915965,35.0473,0,-1
28672,22,0.0278298,0.0118318,-3.23295,-0.107621,0.127737,147.406,0,-1
68719505408,22,0.0278298,0.0118318,-3.23295,-0.0444671,-0.0347859,46.5411,0,-1
32768,22,0.0278313,0.011771,-2.97068,-0.0353729,-0.195545,870.106,0,-1
68719509504,22,0.0278313,0.011771,-2.97068,0.0276728,-0.00440804,42.5564,0,-1
36864,211,-0.0683939,0.746069,2369.78,0.00231259,-0.0989095,342.681,1,-1
68719513600,-211,-0.0683939,0.746069,2369.78,-0.0315998,0.322378,379.556,-1,-1
40960,22,0.0278343,0.0118319,-3.2377,0.0598845,0.107021,1.28744,0,-1
68719517696,22,0.0278343,0.0118319,-3.2377,-0.0126794,0.0354491,0.0737089,0,-1
45056,22,0.0278381,0.0118434,-3.23676,0.0389748,0.221087,13.5961,0,-1
68719521792,22,0.0278381,0.0118434,-3.23676,0.0306421,-0.00934212,1.13808,0,-1
49152,211,-38.7102,12.1593,759.558,-0.410185,0.0112762,4.24861,1,-1
68719525888,-211,-38.7102,12.1593,759.558,-0.102887,0.149613,5.85435,-1,-1
53248,211,-3.09734,0.480332,-3336.52,-0.34283,0.146259,-196.606,1,-1
68719529984,-211,-3.09734,0.480332,-3336.52,-0.134976,-0.0746301,-313.018,-1,-1
57344,22,0.0280661,0.0118595,-3.23869,0.297208,-0.00185308,-0.989579,0,-1
68719534080,22,0.0280661,0.0118595,-3.23869,0.225629,0.0692447,-1.19515,0,-1
61440,22,0.027981,0.0118291,-3.2379,0.410084,0.0413759,-0.457726,0,-1
68719538176,22,0.027981,0.0118291,-3.2379,0.04343,-0.0427561,-0.0723193,0,-1
65536,22,0.0278472,0.0118372,-3.23772,0.286502,0.125523,0.115475,0,-1
68719542272,22,0.0278472,0.0118372,-3.23772,-0.0109433,0.0281602,0.00761144,0,-1
69632,22,0.0276704,0.0118438,-2.78555,-0.125409,-0.0433851,230.882,0,-1
68719546368,22,0.0276704,0.0118438,-2.78555,-0.0877641,0.0619504,359.966,0,-1
73728,211,-5.276,23.5,-1169.84,-0.0835059,0.221328,-2.51672,1,-1
68719550464,-211,-5.276,23.5,-1169.84,0.0475319,-0.0620154,-5.39593,-1,-1
77824,22,0.0278344,0.0118301,-3.23874,0.0465442,0.0898912,-129.739,0,-1
68719554560,22,0.0278344,0.0118301,-3.23874,0.139386,0.0215795,-93.1082,0,-1
81920,22,0.0278361,0.0117692,-3.25369,-0.0398733,-0.329415,-77.3417,0,-1
68719558656,22,0.0278361,0.0117692,-3.25369,0.0764444,-0.522982,-148.004,0,-1
86016,22,0.0277993,0.0118433,-3.23758,0.0284611,-0.0265598,0.0421148,0,-1
68719562752,22,0.0277993,0.0118433,-3.23758,-0.0951233,0.0532743,0.237737,0,-1
90112,2212,-7.72966,4.85797,665.08,-0.102749,0.169052,9.6352,1,-1
68719566848,-211,-7.72966,4.85797,665.08,-0.0275458,-0.0876562,1.58984,-1,-1
94208,211,0.0278335,0.0118295,-3.23772,-0.118086,-0.132047,29.398,1,-1
68719570944,-211,0.0278335,0.0118295,-3.23772,0.00427519,-0.162023,6.82203,-1,-1
137439047680,22,0.0278335,0.0118295,-3.23772,0.0293409,-0.139681,6.37352,0,-1
98304,22,0.0278265,0.0118315,-3.22407,-0.0538509,0.0019667,29.8271,0,-1
68719575040,22,0.0278265,0.0118315,-3.22407,-0.116716,0.047119,302.108,0,-1
102400,22,0.0278305,0.0118276,-3.23486,0.026687,0.0143529,7.68396,0,-1
68719579136,22,0.0278305,0.0118276,-3.23486,-0.112295,-0.0716735,68.4147,0,-1
106496,22,0.02783,0.0118165,-3.20498,0.0482464,-0.0697834,83.5989,0,-1
68719583232,22,0.02783,0.0118165,-3.20498,-0.0642089,0.00698811,72.3187,0,-1
110592,22,13.038,-17.5318,14985.3,0.203539,-0.228248,228.925,0,-1
68719587328,22,13.038,-17.5318,14985.3,-0.00743426,-0.0782319,82.8231,0,-1
114688,22,13.038,-17.5318,14985.3,0.115023,-0.116386,27.7045,0,-1
68719591424,22,13.038,-17.5318,14985.3,-0.00168336,0.00559353,17.0464,0,-1
4503599627370496,2212,-0.000261462,0.0207778,-1.9701,0.0419807,0.0290168,7000,1,-1
4503668346847232,2212,-0.000261462,0.0207778,-1.9701,-0.0419807,-0.0290168,-7000,1,-1
9007199254740992,2212,-0.0216178,-0.00259795,-28.2243,-0.166204,-0.027886,7000,1,-1
9007267974217728,2212,-0.0216178,-0.00259795,-28.2243,0.166204,0.027886,-7000,1,-1
13510798882111488,2212,-0.0193158,-0.024361,48.5624,0.686092,-0.174876,-2.75282,1,-1
13510867601588224,-2212,-0.0193158,-0.024361,48.5624,-0.0287505,0.21747,-6.0288,-1,-1
13510936321064960,2212,-0.0193158,-0.024361,48.5624,0.431375,0.00174387,-8.01716,1,-1
13511005040541696,-2112,-0.0193158,-0.024361,48.5624,1.28553,-0.439235,-15.9307,0,-1
13511073760018432,-211,-0.0193158,-0.024361,48.5624,-0.703195,0.743445,-4.83409,-1,-1
13511142479495168,2112,-0.0193158,-0.024361,48.5624,0.244595,0.0693911,-0.86986,0,-1
13511211198971904,-2212,-0.0193158,-0.024361,48.5624,-0.808201,-0.0643807,0.567569,-1,-1
13511279918448640,211,-0.0193158,-0.024361,48.5624,-0.0883052,0.0336698,8.42954,1,-1
13511348637925376,-211,-0.0193158,-0.024361,48.5624,-0.0990167,0.253485,9.60078,-1,-1
13511417357402112,211,-0.0193158,-0.024361,48.5624,-0.413231,0.134035,19.4582,1,-1
13511486076878848,211,-0.0193158,-0.024361,48.5624,-0.765646,0.492982,15.1318,1,-1
13511554796355584,-211,-0.0193158,-0.024361,48.5624,-0.561059,0.302114,2.60834,-1,-1
13511623515832320,211,-0.0193158,-0.024361,48.5624,0.0679364,-0.0864718,2.20965,1,-1
13511692235309056,-211,-0.0193158,-0.024361,48.5624,-0.223375,0.17025,1.45319,-1,-1
13511760954785792,-321,-0.0193158,-0.024361,48.5624,-0.406095,0.262557,21.5775,-1,-1
13511829674262528,211,-0.0193158,-0.024361,48.5624,0.695783,-0.262258,84.0771,1,-1
13511898393739264,-211,-0.0193158,-0.024361,48.5624,-0.116473,-0.112108,6.05876,-1,-1
13511967113216000,211,-0.0193158,-0.024361,48.5624,0.259739,-0.134177,5.09639,1,-1
13512035832692736,-211,-0.0193158,-0.024361,48.5624,-0.483036,0.360912,2.87266,-1,-1
13512104552169472,211,-0.0193158,-0.024361,48.5624,-0.527164,-0.0513927,-0.0020739,1,-1
13512173271646208,-211,-0.0193158,-0.024361,48.5624,2.0491,-0.119854,-2.32226,-1,-1
13512241991122944,321,-0.0193158,-0.024361,48.5624,0.667926,-0.386195,-0.506116,1,-1
13512310710599680,-321,-0.0193158,-0.024361,48.5624,-0.00898401,0.13997,-0.760509,-1,-1
13512379430076416,211,-0.0193158,-0.024361,48.5624,1.46272,-0.2563,-1.87873,1,-1
13512448149553152,-211,-0.0193158,-0.024361,48.5624,0.519574,0.0444623,-4.11443,-1,-1
13512516869029888,211,-0.0193158,-0.024361,48.5624,-0.292818,0.563282,-4.3153,1,-1
13512585588506624,-211,-0.0193158,-0.024361,48.5624,-0.699512,0.172054,-12.6589,-1,-1
