hit_id,x,y,z,volume_id,layer_id,module_id
0,42.261,4.90588,-1502.5,7,2,1
1,93.0664,8.90435,-1502.5,7,2,1
2,58.1104,3.54521,-1502.5,7,2,1
3,75.4456,-0.206239,-1502.5,7,2,1
4,91.8493,4.29465,-1502.5,7,2,1
5,37.1746,-0.00833781,-1502.5,7,2,1
6,32.65,2.99592,-1502.5,7,2,1
7,46.9059,6.82624,-1502.5,7,2,1
8,53.1809,8.82473,-1502.5,7,2,1
9,36.8342,0.0150282,-1502.5,7,2,1
10,62.4622,9.90626,-1502.5,7,2,1
11,78.6535,7.06787,-1502.5,7,2,1
12,54.3348,4.20101,-1502.5,7,2,1
13,82.1626,14.8171,-1502.5,7,2,1
14,72.9178,1.80162,-1502.5,7,2,1
15,71.0188,8.72397,-1502.5,7,2,1
16,34.248,0.613962,-1502.5,7,2,1
17,82.1104,2.57525,-1502.5,7,2,1
18,39.8012,-0.403475,-1502.5,7,2,1
19,65.3745,8.48036,-1502.5,7,2,1
20,45.3397,6.65282,-1502.5,7,2,1
21,82.479,5.06183,-1502.5,7,2,1
22,49.7162,1.22948,-1502.5,7,2,1
23,39.3058,5.17485,-1502.5,7,2,1
24,51.047,4.39365,-1502.5,7,2,1
25,48.3581,3.42971,-1502.5,7,2,1
26,30.9497,1.6584,-1502.5,7,2,1
27,91.0176,2.6744,-1502.5,7,2,1
28,75.3681,8.66502,-1502.5,7,2,1
29,35.224,4.70314,-1502.5,7,2,1
30,84.1615,8.30383,-1502.5,7,2,1
31,94.6822,2.71204,-1502.5,7,2,1
32,66.1076,8.03652,-1502.5,7,2,1
33,53.8271,-0.102091,-1502.5,7,2,1
34,37.1421,-0.311827,-1502.5,7,2,1
35,61.4376,7.8696,-1502.5,7,2,1
36,63.8233,11.9694,-1502.5,7,2,1
37,50.2169,1.31904,-1502.5,7,2,1
38,42.1248,7.35274,-1502.5,7,2,1
39,98.5481,13.0974,-1502.5,7,2,1
40,82.1399,0.872315,-1502.5,7,2,1
41,73.8995,9.40207,-1502.5,7,2,1
42,49.5036,1.06229,-1502.5,7,2,1
43,34.6664,1.75029,-1502.5,7,2,1
44,42.3265,9.51895,-1498,7,2,2
45,96.2647,26.6849,-1498,7,2,2
46,40.9602,10.0651,-1498,7,2,2
